Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,de VRIES Rianne POSITION,de VRIES Rianne LAP TIME,de VRIES Rianne ELAPSED TIME
1,7.27,7.27,2,7.43,7.43,4,7.74,7.74,3,7.58,7.58
1,9.38,16.65,2,9.39,16.82,4,9.51,17.25,3,9.48,17.06
1,8.82,25.47,2,8.90,25.72,4,8.98,26.23,3,9.00,26.06
1,8.96,34.43,2,9.05,34.77,4,9.12,35.35,3,9.18,35.24
1,9.16,43.586,2,9.31,44.077,4,9.33,44.680,3,9.27,44.507
