Cheyenne GOH POSITION,Cheyenne GOH LAP TIME,Cheyenne GOH ELAPSED TIME,Maryia TSIASELKINA POSITION,Maryia TSIASELKINA LAP TIME,Maryia TSIASELKINA ELAPSED TIME,Eleanora SAMOILAVA POSITION,Eleanora SAMOILAVA LAP TIME,Eleanora SAMOILAVA ELAPSED TIME,Aurelie LEVEQUE POSITION,Aurelie LEVEQUE LAP TIME,Aurelie LEVEQUE ELAPSED TIME
1,7.86,7.86,3,8.19,8.19,2,8.02,8.02,4,8.34,8.34
1,10.18,18.04,3,10.11,18.30,2,10.15,18.17,4,10.29,18.63
1,9.83,27.87,3,9.80,28.10,2,9.91,28.08,4,9.78,28.41
1,10.10,37.97,2,10.04,38.14,3,10.27,38.35,4,10.03,38.44
1,10.51,48.477,2,10.40,48.522,4,10.64,48.955,3,10.20,48.618
