SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,LIU Songbo POSITION,LIU Songbo LAP TIME,LIU Songbo ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME
2,6.98,6.98,3,7.14,7.14,1,6.73,6.73,4,7.15,7.15
2,9.10,16.08,4,9.32,16.46,1,9.06,15.79,3,9.14,16.29
2,8.58,24.66,4,8.72,25.18,1,8.75,24.54,3,8.75,25.04
2,8.84,33.50,4,8.65,33.83,1,8.85,33.39,3,8.74,33.78
2,8.90,42.398,4,10.68,44.503,1,8.97,42.360,3,8.91,42.683
