Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME,April SHIN POSITION,April SHIN LAP TIME,April SHIN ELAPSED TIME,Monika GRZADKOWSKA POSITION,Monika GRZADKOWSKA LAP TIME,Monika GRZADKOWSKA ELAPSED TIME,Jamie MACDONALD POSITION,Jamie MACDONALD LAP TIME,Jamie MACDONALD ELAPSED TIME
2,15.72,15.72,3,15.82,15.82,1,15.59,15.59,4,16.08,16.08
2,12.70,28.42,3,12.74,28.56,1,12.68,28.27,4,12.69,28.77
3,12.14,40.56,2,11.90,40.46,1,12.16,40.43,4,11.99,40.76
3,10.50,51.06,1,10.30,50.76,2,10.43,50.86,4,10.44,51.20
4,10.24,1:01.30,1,10.33,1:01.09,2,10.29,1:01.15,3,10.07,1:01.27
4,9.98,1:11.28,1,9.84,1:10.93,3,9.97,1:11.12,2,9.78,1:11.05
4,9.96,1:21.24,2,9.74,1:20.67,3,9.95,1:21.07,1,9.46,1:20.51
4,9.98,1:31.22,2,9.79,1:30.46,3,10.01,1:31.08,1,9.69,1:30.20
4,10.11,1:41.306,2,9.96,1:40.407,3,10.14,1:41.203,1,10.03,1:40.212
