Alexander SELEZNOV POSITION,Alexander SELEZNOV LAP TIME,Alexander SELEZNOV ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME
3,7.24,7.24,2,7.13,7.13,1,6.91,6.91,4,7.44,7.44
4,9.50,16.74,2,9.34,16.47,1,9.22,16.14,3,9.26,16.70
4,9.34,26.08,2,8.87,25.35,1,8.87,25.01,3,8.97,25.68
4,9.53,35.62,2,9.10,34.45,1,8.98,33.99,3,8.96,34.64
4,10.15,45.769,2,9.32,43.768,1,9.40,43.388,3,9.46,44.097
