Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,7.21,7.21,3,7.32,7.32,2,7.29,7.29,4,7.51,7.51
1,9.46,16.67,2,9.68,17.00,3,9.84,17.13,4,9.63,17.14
1,8.92,25.59,2,9.03,26.03,3,9.00,26.13,4,9.37,26.51
1,9.00,34.59,2,8.96,34.99,3,8.92,35.05,4,9.18,35.69
1,9.18,43.770,3,9.18,44.167,2,9.90,44.050,4,9.29,44.975
