Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Philemon RAINER POSITION,Philemon RAINER LAP TIME,Philemon RAINER ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME,REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME
3,14.77,14.77,4,14.87,14.87,2,14.68,14.68,5,15.19,15.19,1,14.58,14.58
3,10.96,25.73,4,11.03,25.90,1,10.85,25.53,5,11.19,26.38,2,11.00,25.58
2,10.06,35.79,4,10.17,36.07,1,10.26,35.79,5,10.96,37.34,3,10.30,35.88
2,9.50,45.29,4,9.87,45.94,1,9.47,45.26,5,11.11,48.45,3,9.56,45.44
2,9.58,54.87,4,10.08,56.02,1,9.52,54.78,5,10.95,59.40,3,9.52,54.96
2,9.31,1:04.18,4,10.37,1:06.39,1,9.37,1:04.15,5,11.11,1:10.51,3,9.36,1:04.32
2,9.35,1:13.53,4,10.82,1:17.21,1,9.29,1:13.44,5,11.20,1:21.71,3,9.25,1:13.57
3,9.23,1:22.76,4,11.17,1:28.38,2,9.20,1:22.64,5,11.98,1:33.69,1,9.06,1:22.63
3,9.23,1:31.986,4,11.50,1:39.876,2,9.29,1:31.921,5,11.44,1:45.121,1,9.07,1:31.699
