Mika OZAWA POSITION,Mika OZAWA LAP TIME,Mika OZAWA ELAPSED TIME,Tania VICENT POSITION,Tania VICENT LAP TIME,Tania VICENT ELAPSED TIME,Alice KIM POSITION,Alice KIM LAP TIME,Alice KIM ELAPSED TIME,Min-Kyung CHOI POSITION,Min-Kyung CHOI LAP TIME,Min-Kyung CHOI ELAPSED TIME
1,13.869,13.869,2,13.965,13.965,4,14.174,14.174,3,14.002,14.002
4,10.486,24.355,2,10.322,24.287,1,9.975,24.148,3,10.320,24.321
4,10.124,34.478,3,10.052,34.338,1,9.996,34.144,2,9.989,34.310
3,9.777,44.254,4,10.275,44.612,2,10.063,44.206,1,9.838,44.147
2,9.930,54.184,4,9.967,54.579,1,9.956,54.162,3,10.199,54.346
2,10.046,1:04.229,4,9.844,1:04.422,1,10.010,1:04.171,3,10.016,1:04.362
2,9.958,1:14.187,4,10.012,1:14.434,1,9.860,1:14.031,3,9.941,1:14.302
2,9.926,1:24.113,3,10.234,1:24.668,1,9.943,1:23.974,4,10.462,1:24.764
2,10.61,1:34.715,4,10.93,1:35.594,1,10.19,1:34.164,3,10.78,1:35.543
