Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME
1,12.18,12.18,2,12.20,12.20,3,12.40,12.40,4,12.46,12.46
1,9.24,21.42,3,9.58,21.78,2,9.18,21.58,4,9.61,22.07
1,9.36,30.78,3,9.14,30.92,2,9.29,30.87,4,9.19,31.26
1,9.26,40.04,3,9.25,40.17,2,9.17,40.04,4,9.23,40.49
1,9.02,49.06,3,9.16,49.33,2,9.09,49.13,4,9.10,49.59
1,9.36,58.42,3,9.28,58.61,2,9.40,58.53,4,9.23,58.82
2,9.31,1:07.73,3,9.23,1:07.84,1,9.19,1:07.72,4,9.21,1:08.03
1,9.06,1:16.79,3,9.15,1:16.99,2,9.09,1:16.81,4,9.08,1:17.11
3,9.60,1:26.385,4,24.27,1:41.255,1,9.29,1:26.098,2,9.22,1:26.327
