Chris CREVELING POSITION,Chris CREVELING LAP TIME,Chris CREVELING ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,Christiaan BOKKERINK POSITION,Christiaan BOKKERINK LAP TIME,Christiaan BOKKERINK ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME
1,12.74,12.74,3,12.98,12.98,4,13.08,13.08,2,12.84,12.84,5,13.17,13.17
1,9.89,22.63,4,9.93,22.91,3,9.71,22.79,2,9.89,22.73,5,9.84,23.01
2,9.70,32.33,4,9.73,32.64,3,9.70,32.49,1,9.58,32.31,5,9.70,32.71
1,9.11,41.44,5,9.29,41.93,3,9.22,41.71,2,9.30,41.61,4,9.13,41.84
1,9.25,50.69,4,9.08,51.01,3,9.15,50.86,2,9.19,50.80,5,9.17,51.01
1,9.04,59.73,5,9.33,1:00.34,3,9.06,59.92,2,9.03,59.83,4,9.04,1:00.05
1,8.85,1:08.58,5,9.48,1:09.82,3,8.87,1:08.79,2,8.85,1:08.68,4,8.87,1:08.92
1,8.76,1:17.34,5,9.88,1:19.70,3,8.83,1:17.62,2,8.76,1:17.44,4,8.85,1:17.77
1,9.06,1:26.398,5,10.41,1:30.109,3,9.02,1:26.632,2,8.98,1:26.415,4,8.94,1:26.702
