LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME,HAN Tianyu POSITION,HAN Tianyu LAP TIME,HAN Tianyu ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,13.11,13.11,2,13.21,13.21,3,13.31,13.31,4,13.38,13.38
1,10.04,23.15,3,10.10,23.31,4,10.14,23.45,2,9.81,23.19
1,9.16,32.31,3,9.19,32.50,4,9.11,32.56,2,9.22,32.41
1,9.27,41.58,3,9.27,41.77,4,9.30,41.86,2,9.24,41.65
4,9.71,51.29,3,9.25,51.02,1,8.98,50.84,2,9.26,50.91
4,9.16,1:00.45,2,9.00,1:00.02,1,9.08,59.92,3,9.25,1:00.16
4,9.13,1:09.58,2,9.11,1:09.13,1,9.11,1:09.03,3,9.12,1:09.28
4,9.32,1:18.90,2,9.14,1:18.27,1,9.13,1:18.16,3,9.35,1:18.63
4,9.53,1:28.431,2,9.19,1:27.456,1,9.25,1:27.402,3,9.78,1:28.401
