LEE Yu Bin POSITION,LEE Yu Bin LAP TIME,LEE Yu Bin ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME
3,13.66,13.66,2,13.62,13.62,5,13.72,13.72,6,13.81,13.81,4,13.71,13.71,1,13.49,13.49
3,9.98,23.64,2,9.95,23.57,6,10.18,23.90,4,9.85,23.66,5,10.06,23.77,1,10.00,23.49
3,9.53,33.17,1,9.46,33.03,6,9.62,33.52,4,9.68,33.34,5,9.66,33.43,2,9.61,33.10
3,9.56,42.73,1,9.54,42.57,6,9.45,42.97,4,9.52,42.86,5,9.51,42.94,2,9.53,42.63
3,9.46,52.19,1,9.47,52.04,6,9.53,52.50,4,9.55,52.41,5,9.54,52.48,2,9.48,52.11
3,9.31,1:01.50,1,9.30,1:01.34,6,9.80,1:02.30,4,9.33,1:01.74,5,9.35,1:01.83,2,9.32,1:01.43
3,9.40,1:10.90,1,9.40,1:10.74,6,9.59,1:11.89,4,9.39,1:11.13,5,9.41,1:11.24,2,9.39,1:10.82
3,9.53,1:20.43,1,9.56,1:20.30,6,9.83,1:21.72,4,9.59,1:20.72,5,9.60,1:20.84,2,9.58,1:20.40
1,9.32,1:29.75,3,9.80,1:30.10,6,10.50,1:32.220,4,9.71,1:30.43,5,9.82,1:30.662,2,9.51,1:29.91
