KONG Sangjeong POSITION,KONG Sangjeong LAP TIME,KONG Sangjeong ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Maria OBORINA POSITION,Maria OBORINA LAP TIME,Maria OBORINA ELAPSED TIME,Oliwia GAWLICA POSITION,Oliwia GAWLICA LAP TIME,Oliwia GAWLICA ELAPSED TIME
1,7.40,7.40,2,7.68,7.68,4,8.10,8.10,3,7.84,7.84
1,9.62,17.02,2,9.67,17.35,4,9.86,17.96,3,9.85,17.69
1,9.34,26.36,2,9.33,26.68,4,9.35,27.31,3,9.60,27.29
1,9.47,35.83,2,9.54,36.22,3,9.56,36.87,4,9.83,37.12
1,9.63,45.451,2,9.70,45.918,3,9.71,46.574,4,10.01,47.130
