Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Aliaksandr ANTANENKA POSITION,Aliaksandr ANTANENKA LAP TIME,Aliaksandr ANTANENKA ELAPSED TIME
1,13.27,13.27,2,13.34,13.34,3,13.40,13.40,4,13.51,13.51
2,10.11,23.38,1,9.92,23.26,3,10.05,23.45,4,10.04,23.55
2,10.17,33.55,1,10.18,33.44,3,10.19,33.64,4,10.21,33.76
1,9.99,43.54,2,10.16,43.60,3,10.05,43.69,4,10.03,43.79
1,9.56,53.10,2,9.61,53.21,3,9.67,53.36,4,9.76,53.55
1,9.25,1:02.35,2,9.25,1:02.46,3,9.42,1:02.78,4,9.58,1:03.13
1,9.17,1:11.52,2,9.21,1:11.67,3,9.45,1:12.23,4,9.56,1:12.69
1,9.30,1:20.82,2,9.37,1:21.04,3,9.79,1:22.02,4,9.86,1:22.55
1,9.53,1:30.344,2,9.85,1:30.885,3,10.16,1:32.171,4,10.04,1:32.583
