HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
1,6.92,6.92,2,7.03,7.03,3,7.04,7.04,4,7.16,7.16
1,9.11,16.03,4,9.52,16.55,2,9.25,16.29,3,9.30,16.46
1,8.79,24.82,4,8.82,25.37,2,8.91,25.20,3,8.76,25.22
1,8.84,33.66,3,9.00,34.37,4,9.39,34.59,2,8.90,34.12
1,9.05,42.701,2,9.25,43.620,3,9.63,44.216,0,,DQ
