Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Aida POPIOLEK POSITION,Aida POPIOLEK LAP TIME,Aida POPIOLEK ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME
2,17.132,17.132,1,17.067,17.067,3,17.135,17.135,4,17.515,17.515
1,13.769,30.901,2,13.987,31.053,3,13.973,31.107,4,13.949,31.464
1,12.847,43.747,4,13.737,44.789,2,13.162,44.269,3,12.972,44.436
3,11.689,55.436,4,12.212,57.001,1,11.059,55.328,2,10.931,55.367
4,11.846,1:07.281,2,9.782,1:06.782,3,11.504,1:06.832,1,11.355,1:06.722
1,10.484,1:17.764,2,11.173,1:17.955,4,11.200,1:18.031,3,11.287,1:18.009
1,10.723,1:28.486,4,11.113,1:29.068,3,10.676,1:28.707,2,10.685,1:28.693
1,9.815,1:38.301,4,10.577,1:39.644,3,9.775,1:38.482,2,9.743,1:38.436
2,9.59,1:47.892,4,10.52,1:50.159,3,9.60,1:48.081,1,9.31,1:47.738
