Francesca JACKSON POSITION,Francesca JACKSON LAP TIME,Francesca JACKSON ELAPSED TIME,Selina MUXEL POSITION,Selina MUXEL LAP TIME,Selina MUXEL ELAPSED TIME,Catia BORRELLO POSITION,Catia BORRELLO LAP TIME,Catia BORRELLO ELAPSED TIME,Hyo-Jung KIM POSITION,Hyo-Jung KIM LAP TIME,Hyo-Jung KIM ELAPSED TIME
4,10.042,10.042,1,7.938,7.938,2,8.187,8.187,3,9.045,9.045
4,8.422,18.463,1,10.045,17.983,3,10.183,18.369,2,9.071,18.115
4,10.072,28.535,1,9.977,27.959,3,9.954,28.322,2,9.857,27.972
4,10.318,38.852,1,9.842,37.801,3,9.695,38.016,2,9.831,37.802
4,10.94,49.786,3,11.05,48.849,2,10.12,48.136,1,10.26,48.062
