Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME
3,7.070,7.070,2,6.732,6.732,4,7.109,7.109,1,6.591,6.591
2,8.969,16.039,3,9.318,16.050,4,9.336,16.445,1,9.210,15.800
2,8.845,24.883,4,31.975,48.024,3,8.754,25.198,1,8.838,24.638
2,8.903,33.786,4,13.623,1:01.647,3,8.962,34.159,1,9.056,33.693
2,9.12,42.904,4,11.42,1:13.065,3,9.03,43.184,1,9.17,42.856
