WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME
2,13.81,13.81,0,,,1,13.72,13.72,3,13.93,13.93
4,10.75,24.56,3,0.00,24.48,2,10.58,24.31,1,10.35,24.28
3,10.44,35.00,4,10.54,35.02,2,10.65,34.96,1,10.41,34.70
4,10.79,45.80,3,10.69,45.72,1,10.37,45.34,2,10.85,45.55
2,9.75,55.55,4,10.09,55.81,1,10.12,55.46,3,10.08,55.64
2,9.79,1:05.35,4,9.72,1:05.53,1,9.78,1:05.24,3,9.76,1:05.40
2,9.42,1:14.77,3,9.63,1:15.17,1,9.53,1:14.77,4,18.39,1:23.79
2,9.91,1:24.68,3,9.75,1:24.92,1,9.54,1:24.31,4,22.01,1:45.80
2,10.22,1:34.898,3,10.06,1:34.972,1,10.18,1:34.484,4,15.87,2:01.664
