Gabor GALAMBOS POSITION,Gabor GALAMBOS LAP TIME,Gabor GALAMBOS ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
0,7.021,7.021,0,6.713,6.713,0,7.234,7.234,0,6.900,6.900
0,9.281,16.302,0,9.336,16.049,0,9.386,16.620,0,9.638,16.538
0,8.926,25.228,0,8.960,25.010,0,8.679,25.299,0,8.809,25.346
0,8.888,34.116,0,9.032,34.042,0,8.929,34.228,0,8.995,34.341
0,,,0,,,0,,,0,,
