Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,6.82,6.82,2,7.09,7.09,3,7.16,7.16,4,7.41,7.41
1,9.09,15.91,2,9.05,16.14,3,9.17,16.33,4,9.26,16.67
1,8.70,24.61,2,8.56,24.70,3,8.76,25.09,4,8.94,25.61
1,8.76,33.37,2,8.79,33.49,3,8.83,33.92,4,9.01,34.62
1,8.96,42.321,2,8.97,42.457,3,9.47,43.384,4,9.24,43.858
