Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Azamat NURMAGAMBETOV POSITION,Azamat NURMAGAMBETOV LAP TIME,Azamat NURMAGAMBETOV ELAPSED TIME
1,6.51,6.51,3,7.06,7.06,2,6.87,6.87,4,7.41,7.41
1,9.21,15.72,3,9.43,16.49,2,9.26,16.13,4,9.35,16.76
1,8.83,24.55,3,9.05,25.54,2,8.71,24.84,4,8.96,25.72
1,9.10,33.65,4,9.64,35.18,2,9.15,33.99,3,9.29,35.01
1,9.70,43.344,3,9.68,44.856,2,9.58,43.561,0,,DQ
