Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME,Oleksiy KOSHELENKO POSITION,Oleksiy KOSHELENKO LAP TIME,Oleksiy KOSHELENKO ELAPSED TIME,YU Yongjun POSITION,YU Yongjun LAP TIME,YU Yongjun ELAPSED TIME
2,12.62,12.62,3,12.86,12.86,1,12.50,12.50,4,12.95,12.95
2,9.54,22.16,4,9.65,22.51,1,9.56,22.06,3,9.29,22.24
2,9.88,32.04,4,9.90,32.41,1,9.87,31.93,3,9.99,32.23
2,9.53,41.57,4,9.52,41.93,1,9.54,41.47,3,9.44,41.67
2,9.69,51.26,4,9.71,51.64,1,9.66,51.13,3,9.70,51.37
2,9.54,1:00.80,4,9.85,1:01.49,1,9.58,1:00.71,3,9.50,1:00.87
1,9.64,1:10.44,4,10.66,1:12.15,2,10.03,1:10.74,3,9.90,1:10.77
1,9.40,1:19.84,4,10.79,1:22.94,3,10.06,1:20.80,2,9.27,1:20.04
1,9.57,1:29.404,4,11.21,1:34.148,3,10.34,1:31.135,2,9.56,1:29.598
