Marina TRETIAKOVA POSITION,Marina TRETIAKOVA LAP TIME,Marina TRETIAKOVA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Gergana PATSOVA POSITION,Gergana PATSOVA LAP TIME,Gergana PATSOVA ELAPSED TIME
1,7.503,7.503,3,7.733,7.733,2,7.591,7.591,4,7.965,7.965
1,9.983,17.486,3,10.132,17.864,2,10.033,17.624,4,10.026,17.991
1,9.699,27.185,3,9.794,27.658,2,9.606,27.230,4,9.809,27.799
2,9.981,37.165,3,9.864,37.522,1,9.657,36.886,4,9.987,37.786
2,10.07,47.230,3,10.28,47.800,1,10.23,47.115,4,10.34,48.122
