OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,TSAI Ping-Yuan POSITION,TSAI Ping-Yuan LAP TIME,TSAI Ping-Yuan ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME
4,14.06,14.06,3,13.98,13.98,5,14.21,14.21,2,13.87,13.87,1,13.72,13.72
4,10.79,24.85,3,10.78,24.76,5,10.80,25.01,2,10.76,24.63,1,10.83,24.55
4,10.63,35.48,3,10.62,35.38,5,10.59,35.60,1,10.42,35.05,2,10.70,35.25
4,10.04,45.52,3,10.06,45.44,5,10.02,45.62,1,10.17,45.22,2,10.08,45.33
4,9.45,54.97,1,9.30,54.74,5,9.58,55.20,2,9.57,54.79,3,9.52,54.85
4,9.21,1:04.18,1,9.18,1:03.92,5,9.42,1:04.62,2,9.21,1:04.00,3,9.21,1:04.06
4,9.49,1:13.67,1,9.41,1:13.33,5,10.06,1:14.68,2,9.43,1:13.43,3,9.47,1:13.53
4,8.95,1:22.62,1,8.97,1:22.30,5,10.22,1:24.90,3,9.07,1:22.50,2,8.90,1:22.43
3,9.40,1:32.012,1,9.08,1:31.374,4,10.73,1:35.629,0,,DQ,2,9.47,1:31.896
