TSOMO Sonam POSITION,TSOMO Sonam LAP TIME,TSOMO Sonam ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME
3,16.278,16.278,2,15.980,15.980,1,15.749,15.749
3,12.968,29.245,1,11.619,27.599,2,11.922,27.671
3,13.631,42.876,2,12.155,39.753,1,11.949,39.620
3,14.267,57.143,1,11.669,51.422,2,11.829,51.449
3,14.431,1:11.573,1,11.607,1:03.029,2,11.694,1:03.142
3,14.585,1:26.158,1,11.559,1:14.588,2,11.544,1:14.686
3,14.866,1:41.024,2,11.776,1:26.364,1,11.623,1:26.308
3,15.249,1:56.272,1,11.576,1:37.939,2,11.781,1:38.089
3,14.77,2:11.040,1,10.74,1:48.676,2,11.08,1:49.166
