Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME
1,6.79,6.79,3,7.14,7.14,2,6.92,6.92,4,7.29,7.29
1,9.06,15.85,3,8.94,16.08,2,9.10,16.02,4,9.05,16.34
1,8.64,24.49,2,8.59,24.67,3,8.78,24.80,4,8.62,24.96
1,8.71,33.20,2,8.64,33.31,4,8.95,33.75,3,8.64,33.60
1,8.87,42.070,2,8.89,42.198,4,9.07,42.818,3,9.03,42.623
