Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,JONG Kwang Bom POSITION,JONG Kwang Bom LAP TIME,JONG Kwang Bom ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME,JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME
1,6.79,6.79,2,6.93,6.93,4,7.22,7.22,5,7.46,7.46,3,7.08,7.08
1,8.83,15.62,2,8.79,15.72,4,9.01,16.23,5,9.02,16.48,3,8.74,15.82
1,8.37,23.99,2,8.37,24.09,4,8.53,24.76,5,8.50,24.98,3,8.48,24.30
1,8.45,32.44,2,8.41,32.50,4,8.72,33.48,5,8.80,33.78,3,8.31,32.61
0,8.70,41.14,0,8.64,41.14,4,8.90,42.38,5,9.05,42.83,3,8.74,41.35
