BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,Anna DAVYDENKO POSITION,Anna DAVYDENKO LAP TIME,Anna DAVYDENKO ELAPSED TIME,KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME
2,14.35,14.35,1,14.19,14.19,3,14.46,14.46,4,14.69,14.69
2,11.33,25.68,1,11.35,25.54,3,11.36,25.82,4,11.27,25.96
2,11.37,37.05,1,11.40,36.94,3,11.36,37.18,4,11.43,37.39
2,11.35,48.40,1,11.37,48.31,3,11.36,48.54,4,11.26,48.65
2,10.73,59.13,3,10.87,59.18,4,10.86,59.40,1,10.47,59.12
2,9.69,1:08.82,3,9.77,1:08.95,4,9.93,1:09.33,1,9.43,1:08.55
2,9.36,1:18.18,3,9.51,1:18.46,4,10.16,1:19.49,1,9.50,1:18.05
2,9.47,1:27.65,3,9.72,1:28.18,4,10.75,1:30.24,1,9.50,1:27.55
2,9.85,1:37.50,3,10.03,1:38.21,4,11.53,1:41.77,1,9.83,1:37.38
