Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.33,7.33,4,7.74,7.74,2,7.47,7.47,3,7.69,7.69
1,9.54,16.87,4,9.90,17.64,2,9.56,17.03,3,9.64,17.33
1,9.01,25.88,4,9.00,26.64,2,9.15,26.18,3,9.09,26.42
1,9.15,35.03,4,8.95,35.59,2,9.31,35.49,3,9.08,35.50
1,9.30,44.330,2,9.46,45.049,4,10.20,45.683,3,9.72,45.217
