Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME
1,7.02,7.02,3,7.36,7.36,2,7.15,7.15,4,7.49,7.49
1,9.32,16.34,3,9.57,16.93,2,9.37,16.52,4,9.63,17.12
1,8.97,25.31,3,8.89,25.82,2,8.98,25.50,4,9.15,26.27
1,9.20,34.51,3,8.99,34.81,2,9.23,34.73,4,9.31,35.58
1,9.55,44.056,3,9.59,44.397,2,9.63,44.354,4,9.81,45.385
