HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME
1,13.07,13.07,2,13.19,13.19,3,13.31,13.31,4,13.43,13.43
1,9.81,22.88,2,9.86,23.05,3,9.82,23.13,4,9.80,23.23
1,9.34,32.22,2,9.29,32.34,3,9.32,32.45,4,9.37,32.60
1,9.07,41.29,2,9.04,41.38,3,9.03,41.48,4,9.00,41.60
1,8.73,50.02,2,8.73,50.11,3,8.73,50.21,4,8.71,50.31
1,8.82,58.84,2,8.82,58.93,3,8.82,59.03,4,8.83,59.14
1,8.88,1:07.72,2,8.92,1:07.85,3,8.90,1:07.93,4,8.84,1:07.98
1,8.78,1:16.50,2,8.74,1:16.59,4,8.70,1:16.63,3,8.63,1:16.61
1,8.92,1:25.389,2,9.50,1:26.071,3,26.77,1:43.274,4,27.41,1:43.957
