BALBEKOV Vladimir POSITION,BALBEKOV Vladimir LAP TIME,BALBEKOV Vladimir ELAPSED TIME,KIM Tae Sung POSITION,KIM Tae Sung LAP TIME,KIM Tae Sung ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,Furkan AKAR POSITION,Furkan AKAR LAP TIME,Furkan AKAR ELAPSED TIME,HAYASHI Ibuki POSITION,HAYASHI Ibuki LAP TIME,HAYASHI Ibuki ELAPSED TIME
2,6.97,6.97,1,6.83,6.83,4,7.21,7.21,3,7.10,,5,7.39,7.39
2,8.75,15.72,1,8.77,15.60,4,9.01,16.22,3,8.95,,5,8.96,16.35
2,8.34,24.06,1,8.33,23.93,4,8.53,24.75,3,8.50,,5,8.53,24.88
2,8.45,32.51,1,8.46,32.39,4,8.56,33.31,3,8.74,,5,8.60,33.48
2,8.69,41.20,1,8.64,41.03,3,9.21,42.522,5,9.51,,4,9.05,42.536
