SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME
1,6.79,6.79,2,6.93,6.93,3,7.04,7.04,4,7.08,7.08
1,8.89,15.68,2,8.87,15.80,3,8.83,15.87,4,9.10,16.18
1,8.49,24.17,2,8.47,24.27,3,8.55,24.42,4,8.43,24.61
1,8.60,32.77,2,8.66,32.93,3,8.54,32.96,4,8.50,33.11
1,8.80,41.564,2,8.89,41.813,3,9.00,41.959,4,8.93,42.033
