Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Siarhei YAKUSHKOU POSITION,Siarhei YAKUSHKOU LAP TIME,Siarhei YAKUSHKOU ELAPSED TIME,Tomas GRESCHNER POSITION,Tomas GRESCHNER LAP TIME,Tomas GRESCHNER ELAPSED TIME,Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME
4,9.265,9.265,1,8.807,8.807,3,9.101,9.101,2,8.824,8.824
4,10.237,19.502,3,10.316,19.122,1,9.917,19.017,2,10.295,19.119
4,9.588,29.090,3,9.840,28.962,2,9.904,28.921,1,9.431,28.549
4,9.934,39.023,3,9.940,38.901,1,9.542,38.462,2,10.166,38.715
4,9.551,48.573,3,9.485,48.386,1,9.476,47.937,2,9.352,48.067
4,9.665,58.238,3,9.613,57.998,2,9.437,57.374,1,9.038,57.104
4,10.222,1:08.460,3,9.940,1:07.938,2,9.237,1:06.610,1,9.358,1:06.462
4,11.266,1:19.725,3,10.320,1:18.257,2,9.574,1:16.184,1,9.489,1:15.950
4,16.47,1:36.190,3,14.74,1:32.995,2,14.83,1:31.007,1,14.37,1:30.318
