Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME
1,6.85,6.85,5,14.58,,2,7.01,7.01,3,7.11,7.11,4,7.35,7.35
1,8.85,15.70,5,12.81,,3,8.86,15.87,2,8.72,15.83,4,8.94,16.29
1,8.45,24.15,5,9.69,,3,8.50,24.37,2,8.48,24.31,4,8.39,24.68
1,8.53,32.68,5,9.50,,3,8.48,32.85,2,8.51,32.82,4,8.35,33.03
1,8.74,41.422,5,13.07,,2,8.73,41.522,4,9.09,41.91,3,8.48,41.595
