Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
1,13.92,13.92,3,14.07,14.07,2,13.99,13.99,4,14.21,14.21
1,10.41,24.33,3,10.51,24.58,2,10.43,24.42,4,10.49,24.70
1,10.12,34.45,3,10.08,34.66,2,10.14,34.56,4,10.10,34.80
1,9.82,44.27,3,9.74,44.40,2,9.79,44.35,4,9.62,44.42
1,9.48,53.75,4,9.55,53.95,2,9.43,53.78,3,9.50,53.92
1,9.44,1:03.19,4,9.44,1:03.39,2,9.46,1:03.24,3,9.43,1:03.35
1,9.46,1:12.65,3,9.44,1:12.83,4,9.62,1:12.86,2,9.38,1:12.73
1,9.38,1:22.03,3,9.34,1:22.17,4,9.46,1:22.32,2,9.36,1:22.09
1,9.33,1:31.353,3,9.38,1:31.550,4,9.30,1:31.613,2,9.32,1:31.410
