Jack BURROWS POSITION,Jack BURROWS LAP TIME,Jack BURROWS ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Edin BRANKOVIC POSITION,Edin BRANKOVIC LAP TIME,Edin BRANKOVIC ELAPSED TIME
3,7.21,7.21,1,7.00,7.00,2,7.16,7.16,4,7.72,7.72
3,9.04,16.25,1,8.78,15.78,2,8.80,15.96,4,9.26,16.98
3,8.60,24.85,1,8.37,24.15,2,8.29,24.25,4,8.92,25.90
3,8.74,33.59,1,8.52,32.67,2,8.44,32.69,4,9.02,34.92
3,9.01,42.60,2,8.86,41.53,1,8.63,41.32,4,9.16,44.08
