FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
1,7.19,7.19,2,7.33,7.33,3,7.60,7.60,4,7.75,7.75
1,9.25,16.44,2,9.23,16.56,3,9.28,16.88,4,9.21,16.96
1,8.76,25.20,2,8.87,25.43,3,8.82,25.70,4,8.83,25.79
1,8.97,34.17,2,9.00,34.43,3,8.83,34.53,4,8.80,34.59
1,9.18,43.35,2,9.23,43.66,3,9.19,43.72,4,9.22,43.81
