Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jose Ignacio FAZIO POSITION,Jose Ignacio FAZIO LAP TIME,Jose Ignacio FAZIO ELAPSED TIME
3,7.25,7.25,2,7.06,7.06,1,6.88,6.88,4,7.28,7.28,5,7.49,7.49
3,9.45,16.70,2,9.18,16.24,1,9.17,16.05,5,21.53,28.81,4,9.65,17.14
3,8.87,25.57,1,8.61,24.85,2,8.81,24.86,5,13.63,42.44,4,9.35,26.49
3,8.98,34.55,1,8.90,33.75,2,8.98,33.84,5,11.15,53.59,4,9.54,36.03
3,9.23,43.772,1,9.10,42.845,2,9.26,43.093,5,10.90,1:04.490,4,9.99,46.017
