Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
1,14.79,14.79,2,14.82,14.82,4,14.93,14.93,3,14.86,14.86
1,10.52,25.31,2,10.58,25.40,4,10.76,25.69,3,10.68,25.54
1,10.39,35.70,2,10.41,35.81,3,10.20,35.89,4,10.48,36.02
1,9.95,45.65,2,9.94,45.75,3,9.97,45.86,4,9.97,45.99
1,10.01,55.66,2,10.00,55.75,3,9.99,55.85,4,9.96,55.95
1,9.96,1:05.62,2,9.98,1:05.73,3,9.93,1:05.78,4,9.97,1:05.92
1,10.00,1:15.62,2,10.03,1:15.76,3,10.10,1:15.88,4,10.14,1:16.06
1,10.09,1:25.71,2,10.07,1:25.83,3,10.07,1:25.95,4,10.49,1:26.55
1,10.43,1:36.136,2,10.40,1:36.230,3,10.45,1:36.391,4,10.98,1:37.527
