GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Richard SHOEBRIDGE POSITION,Richard SHOEBRIDGE LAP TIME,Richard SHOEBRIDGE ELAPSED TIME
1,6.78,6.78,3,7.06,7.06,4,7.19,7.19,2,6.89,6.89
1,9.00,15.78,3,8.92,15.98,4,8.90,16.09,2,9.00,15.89
1,8.57,24.35,3,8.56,24.54,4,8.54,24.63,2,8.54,24.43
1,8.61,32.96,3,8.60,33.14,4,8.61,33.24,2,8.62,33.05
1,8.91,41.865,2,8.82,41.958,4,8.90,42.133,3,8.99,42.039
