HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,Davut TAHTACI POSITION,Davut TAHTACI LAP TIME,Davut TAHTACI ELAPSED TIME
2,13.18,13.18,3,13.30,13.30,1,12.99,12.99,4,13.40,13.40,5,13.50,13.50
3,9.44,22.62,1,9.19,22.49,2,9.55,22.54,4,9.32,22.72,5,9.32,22.82
3,9.25,31.87,1,9.22,31.71,2,9.24,31.78,4,9.23,31.95,5,9.30,32.12
2,9.33,41.20,2,9.49,41.20,1,9.32,41.10,4,9.37,41.32,5,9.30,41.42
1,8.76,49.96,3,8.98,50.18,2,9.06,50.16,4,9.00,50.32,5,9.03,50.45
1,8.69,58.65,2,8.75,58.93,4,9.04,59.20,3,8.71,59.03,5,8.95,59.40
1,8.74,1:07.39,2,8.67,1:07.60,4,8.70,1:07.90,3,8.58,1:07.61,5,9.01,1:08.41
1,8.81,1:16.20,4,9.13,1:16.73,3,8.77,1:16.67,2,8.80,1:16.41,5,9.41,1:17.82
1,9.08,1:25.28,4,9.54,1:26.27,3,8.90,1:25.57,2,8.95,1:25.36,5,9.81,1:27.63
