START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,season,competition,event,gender,round,race
1,7.72,7.72,2,7.90,7.90,2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),500m,w,Rep.Heats,3
1,9.98,17.70,2,9.98,17.88,2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),500m,w,Rep.Heats,3
1,9.36,27.06,2,9.99,27.87,2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),500m,w,Rep.Heats,3
1,9.80,36.86,2,10.52,38.39,2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),500m,w,Rep.Heats,3
1,9.94,46.80,2,11.01,49.40,2015-2016,ISU World Cup 2015/16 - Dordrecht (NED),500m,w,Rep.Heats,3
