FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME,Alyson DUDEK POSITION,Alyson DUDEK LAP TIME,Alyson DUDEK ELAPSED TIME
1,7.12,7.12,2,7.26,7.26,3,7.49,7.49,4,7.66,7.66
1,9.43,16.55,2,9.40,16.66,4,19.54,27.03,3,9.31,16.97
1,9.01,25.56,2,8.99,25.65,4,21.91,48.94,3,8.93,25.90
1,9.18,34.74,2,9.22,34.87,4,14.39,1:03.33,3,9.04,34.94
1,9.34,44.074,2,9.30,44.161,4,13.67,1:16.997,3,9.31,44.249
