Necmettin Berk YETISKEN POSITION,Necmettin Berk YETISKEN LAP TIME,Necmettin Berk YETISKEN ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,SHI Jingnan POSITION,SHI Jingnan LAP TIME,SHI Jingnan ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
4,7.09,7.09,1,6.69,6.69,2,6.95,6.95,3,7.04,7.04
4,9.13,16.22,1,8.76,15.45,2,8.66,15.61,3,8.79,15.83
4,8.89,25.11,1,8.33,23.78,2,8.24,23.85,3,8.40,24.23
4,9.07,34.18,1,8.36,32.14,2,8.42,32.27,3,8.47,32.70
4,9.31,43.486,1,8.52,40.654,2,8.64,40.908,3,8.73,41.425
