START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,season,competition,event,gender,round,race
2,12.47,12.47,1,12.36,12.36,3,12.69,12.69,4,12.78,12.78,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.38,21.85,1,9.37,21.73,4,9.46,22.15,3,9.21,21.99,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.36,31.21,1,9.35,31.08,4,9.58,31.73,3,9.34,31.33,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.45,40.66,1,9.54,40.62,4,9.41,41.14,3,9.47,40.80,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.53,50.19,3,9.80,50.42,4,9.35,50.49,1,9.33,50.13,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.47,59.66,3,9.41,59.83,4,9.55,1:00.04,1,9.34,59.47,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.39,1:09.05,3,9.39,1:09.22,4,9.42,1:09.46,1,9.50,1:08.97,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.36,1:18.41,3,9.29,1:18.51,4,9.37,1:18.83,1,9.33,1:18.30,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.37,1:27.78,3,9.63,1:28.14,4,9.43,1:28.26,1,9.27,1:27.57,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.62,1:37.40,4,9.71,1:37.85,3,9.42,1:37.68,1,9.30,1:36.87,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.41,1:46.81,4,9.56,1:47.41,3,9.37,1:47.05,1,9.28,1:46.15,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.42,1:56.23,4,9.28,1:56.69,3,9.29,1:56.34,1,9.40,1:55.55,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.18,2:05.41,4,9.01,2:05.70,3,9.22,2:05.56,1,9.33,2:04.88,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.22,2:14.63,3,9.08,2:14.78,4,9.40,2:14.96,1,9.23,2:14.11,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.39,2:24.02,3,9.41,2:24.19,4,9.33,2:24.29,1,9.03,2:23.14,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.52,2:33.54,3,9.57,2:33.76,4,9.56,2:33.85,1,9.33,2:32.47,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.59,2:43.13,4,9.68,2:43.44,3,9.56,2:43.41,1,9.39,2:41.86,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.44,2:52.57,4,9.63,2:53.07,3,9.45,2:52.86,1,9.39,2:51.25,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.24,3:01.81,4,9.17,3:02.24,3,9.16,3:02.02,1,9.31,3:00.56,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.28,3:11.09,4,9.12,3:11.36,3,9.19,3:11.21,1,9.49,3:10.05,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.43,3:20.52,4,9.45,3:20.81,3,9.44,3:20.65,1,9.22,3:19.27,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.69,3:30.21,4,9.62,3:30.43,3,9.57,3:30.22,1,9.38,3:28.65,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
3,9.66,3:39.87,4,9.55,3:39.98,2,9.47,3:39.69,1,9.52,3:38.17,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
4,9.79,3:49.66,3,9.50,3:49.48,2,9.52,3:49.21,1,9.58,3:47.75,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
4,9.27,3:58.93,3,9.34,3:58.82,2,9.25,3:58.46,1,9.50,3:57.25,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
4,9.24,4:08.17,3,9.24,4:08.06,2,9.50,4:07.96,1,9.31,4:06.56,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
2,9.43,4:17.60,3,9.60,4:17.667,4,9.75,4:17.714,1,9.40,4:15.96,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),3000mRelay,w,Heats,3
