WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Caroline HALLISEY POSITION,Caroline HALLISEY LAP TIME,Caroline HALLISEY ELAPSED TIME
1,7.109,7.109,3,7.694,7.694,2,7.446,7.446,4,7.939,7.939
1,9.640,16.749,3,9.894,17.588,2,9.627,17.072,4,9.803,17.742
1,9.327,26.075,3,9.339,26.926,2,9.518,26.590,4,9.254,26.995
1,9.728,35.802,4,9.648,36.573,2,9.379,35.968,3,9.475,36.470
1,9.81,45.604,4,9.93,46.498,2,9.89,45.856,3,9.78,46.243
