Gellert PATAKI POSITION,Gellert PATAKI LAP TIME,Gellert PATAKI ELAPSED TIME,Boren ZUNAC POSITION,Boren ZUNAC LAP TIME,Boren ZUNAC ELAPSED TIME,Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME,Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME
0,7.131,7.131,0,7.706,7.706,0,7.080,7.080,0,7.476,7.476
0,9.967,17.098,0,10.213,17.919,0,9.956,17.035,0,9.824,17.300
0,9.927,27.025,0,9.727,27.646,0,10.362,27.397,0,9.318,26.618
0,9.709,36.734,0,10.184,37.830,0,9.287,36.685,0,9.349,35.967
0,,,0,,,0,,,0,,
