Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,LEE Han-Bin POSITION,LEE Han-Bin LAP TIME,LEE Han-Bin ELAPSED TIME
1,6.84,6.84,2,6.95,6.95,3,7.04,7.04,4,7.18,7.18
1,8.79,15.63,2,8.77,15.72,3,8.92,15.96,4,8.92,16.10
1,8.34,23.97,2,8.35,24.07,3,8.19,24.15,4,8.23,24.33
1,8.50,32.47,2,8.51,32.58,3,8.51,32.66,4,8.43,32.76
1,8.79,41.257,2,8.76,41.337,4,9.10,41.760,3,8.72,41.471
