Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME
1,6.90,6.90,3,7.16,7.16,4,7.27,7.27,2,7.01,7.01
1,9.30,16.20,3,9.35,16.51,4,9.32,16.59,2,9.30,16.31
1,8.63,24.83,4,8.57,25.08,3,8.48,25.07,2,8.63,24.94
1,8.67,33.50,3,8.58,33.66,4,8.72,33.79,2,8.69,33.63
1,9.04,42.532,3,9.16,42.818,4,9.24,43.029,2,9.06,42.683
