Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME,Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
2,13.85,13.85,4,14.09,14.09,3,14.00,14.00,1,13.75,13.75
2,11.37,25.22,4,11.46,25.55,3,11.41,25.41,1,11.36,25.11
2,11.15,36.37,4,11.06,36.61,3,11.11,36.52,1,11.16,36.27
2,9.97,46.34,4,9.84,46.45,3,9.91,46.43,1,9.97,46.24
2,9.70,56.04,4,9.93,56.38,3,9.73,56.16,1,9.58,55.82
2,9.15,1:05.19,4,9.34,1:05.72,3,9.16,1:05.32,1,9.22,1:05.04
2,9.15,1:14.34,4,9.31,1:15.03,3,9.16,1:14.48,1,9.16,1:14.20
2,9.24,1:23.58,4,9.73,1:24.76,3,9.32,1:23.80,1,9.25,1:23.45
3,9.95,1:33.524,4,10.33,1:35.084,2,9.32,1:33.112,1,9.43,1:32.877
