Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
4,13.27,13.27,2,13.04,13.04,1,12.88,12.88,3,13.16,13.16
4,9.96,23.23,2,10.01,23.05,1,10.10,22.98,3,10.03,23.19
4,9.75,32.98,1,9.60,32.65,2,9.73,32.71,3,9.66,32.85
4,9.69,42.67,2,9.79,42.44,1,9.54,42.25,3,9.74,42.59
4,9.52,52.19,2,9.54,51.98,1,9.63,51.88,3,9.50,52.09
4,9.83,1:02.02,2,9.86,1:01.84,1,9.83,1:01.71,3,9.83,1:01.92
4,9.86,1:11.88,2,9.87,1:11.71,1,9.91,1:11.62,3,9.87,1:11.79
4,9.90,1:21.78,1,9.70,1:21.41,2,9.95,1:21.57,3,9.90,1:21.69
3,9.78,1:31.553,1,9.98,1:31.384,2,9.91,1:31.472,0,,PEN
