Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME
1,6.79,6.79,3,7.02,7.02,4,7.18,7.18,2,6.90,6.90
2,8.84,15.63,3,8.85,15.87,4,8.82,16.00,1,8.72,15.62
2,8.52,24.15,3,8.45,24.32,4,8.45,24.45,1,8.43,24.05
2,8.55,32.70,3,8.51,32.83,4,8.52,32.97,1,8.58,32.63
2,8.74,41.435,3,8.65,41.476,4,8.61,41.579,1,8.69,41.314
