Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Emil IMRE POSITION,Emil IMRE LAP TIME,Emil IMRE ELAPSED TIME
1,6.82,6.82,2,6.97,6.97,3,7.39,7.39,4,7.51,7.51
1,8.78,15.60,2,8.78,15.75,3,9.06,16.45,4,9.37,16.88
1,8.45,24.05,2,8.46,24.21,3,8.70,25.15,4,9.10,25.98
1,8.62,32.67,2,8.65,32.86,3,8.93,34.08,4,9.35,35.33
1,8.88,41.546,2,8.95,41.802,3,9.27,43.341,4,9.75,45.074
