Magdalena WARAKOMSKA POSITION,Magdalena WARAKOMSKA LAP TIME,Magdalena WARAKOMSKA ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,BURIC Katarina POSITION,BURIC Katarina LAP TIME,BURIC Katarina ELAPSED TIME,DOLGOPOLOVA Mariya POSITION,DOLGOPOLOVA Mariya LAP TIME,DOLGOPOLOVA Mariya ELAPSED TIME,YAKIMOVA Anna POSITION,YAKIMOVA Anna LAP TIME,YAKIMOVA Anna ELAPSED TIME
1,12.23,12.23,2,13.19,13.19,3,13.29,13.29,4,13.40,13.40,5,13.65,13.65
1,9.34,21.57,3,10.19,23.38,2,10.00,23.29,4,10.07,23.47,5,9.94,23.59
1,9.28,30.85,3,9.83,33.21,2,9.82,33.11,4,9.83,33.30,5,9.84,33.43
1,9.44,40.29,3,9.95,43.16,2,9.96,43.07,4,9.96,43.26,5,9.94,43.37
1,9.64,49.93,3,10.13,53.29,2,10.13,53.20,4,10.17,53.43,5,10.22,53.59
1,10.01,59.94,3,10.30,1:03.59,2,10.31,1:03.51,4,10.27,1:03.70,5,10.23,1:03.82
1,10.40,1:10.34,3,10.41,1:14.00,2,10.46,1:13.97,4,10.43,1:14.13,5,10.47,1:14.29
1,10.66,1:21.00,2,10.50,1:24.50,4,10.80,1:24.77,3,10.62,1:24.75,5,41.26,1:55.55
1,10.75,1:31.735,2,10.90,1:35.376,3,11.85,1:36.597,4,21.90,1:46.613,5,19.68,2:15.186
