Ian UPCOTT POSITION,Ian UPCOTT LAP TIME,Ian UPCOTT ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
3,12.97,12.97,2,12.88,12.88,5,13.13,13.13,1,12.77,12.77,4,13.09,13.09
3,10.21,23.18,1,10.19,23.07,5,10.37,23.50,2,10.32,23.09,4,10.26,23.35
3,10.00,33.18,1,9.97,33.04,4,9.87,33.37,2,10.02,33.11,5,10.10,33.45
3,10.09,43.27,1,10.05,43.09,4,10.00,43.37,2,10.06,43.17,5,19.86,53.31
4,10.12,53.39,1,10.04,53.13,3,9.95,53.32,2,10.06,53.23,5,10.09,1:03.40
4,9.87,1:03.26,1,9.84,1:02.97,3,9.81,1:03.13,2,9.81,1:03.04,5,9.91,1:13.31
4,9.80,1:13.06,2,9.70,1:12.67,3,9.81,1:12.94,1,9.61,1:12.65,5,9.91,1:23.22
4,9.20,1:22.26,2,9.19,1:21.86,3,9.24,1:22.18,1,8.91,1:21.56,5,10.44,1:33.66
4,9.64,1:31.898,2,9.05,1:30.905,3,9.34,1:31.520,1,8.91,1:30.469,5,10.97,1:44.626
