Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME
1,12.97,12.97,3,13.20,13.20,2,13.03,13.03,4,13.28,13.28
1,10.47,23.44,3,10.47,23.67,2,10.53,23.56,4,10.50,23.78
1,10.38,33.82,3,10.35,34.02,2,10.30,33.86,4,10.32,34.10
1,10.13,43.95,3,10.14,44.16,2,10.17,44.03,4,10.18,44.28
1,9.66,53.61,3,9.66,53.82,2,9.67,53.70,4,9.68,53.96
1,9.25,1:02.86,3,9.31,1:03.13,2,9.22,1:02.92,4,9.29,1:03.25
2,9.20,1:12.06,3,9.10,1:12.23,1,9.10,1:12.02,4,9.32,1:12.57
2,8.92,1:20.98,3,8.83,1:21.06,1,8.88,1:20.90,4,9.20,1:21.77
2,9.27,1:30.242,3,9.46,1:30.512,1,9.28,1:30.179,4,9.81,1:31.575
