Alexis YANG POSITION,Alexis YANG LAP TIME,Alexis YANG ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,Danabek KHAIROV POSITION,Danabek KHAIROV LAP TIME,Danabek KHAIROV ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME
3,7.25,7.25,1,6.94,6.94,4,7.41,7.41,2,7.13,7.13
4,15.85,23.10,1,9.19,16.13,3,9.05,16.46,2,9.13,16.26
4,18.16,41.26,1,8.73,24.86,3,8.74,25.20,2,8.82,25.08
4,12.36,53.62,1,8.88,33.74,3,9.03,34.23,2,8.82,33.90
4,12.02,1:05.636,1,9.11,42.842,3,9.41,43.639,2,9.07,42.965
