KIKUCHI Kota POSITION,KIKUCHI Kota LAP TIME,KIKUCHI Kota ELAPSED TIME,ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME,VOLCKAERT Robbe POSITION,VOLCKAERT Robbe LAP TIME,VOLCKAERT Robbe ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,NEMIRO Vladyslav POSITION,NEMIRO Vladyslav LAP TIME,NEMIRO Vladyslav ELAPSED TIME
1,13.40,,2,13.51,13.51,4,13.74,13.74,3,13.61,13.61,5,13.84,13.84
1,10.26,,3,10.23,23.74,4,10.10,23.84,2,10.10,23.71,5,10.09,23.93
1,9.78,,3,9.77,33.51,4,9.88,33.72,2,9.79,33.50,5,9.87,33.80
1,9.51,,2,9.55,43.06,4,9.64,43.36,3,9.69,43.19,5,9.71,43.51
1,9.17,,3,9.16,52.22,4,9.08,52.44,2,8.94,52.13,5,9.12,52.63
1,8.79,,3,9.20,1:01.42,4,9.11,1:01.55,2,8.93,1:01.06,5,9.12,1:01.75
1,8.88,,3,9.16,1:10.58,4,9.14,1:10.69,2,8.85,1:09.91,5,9.12,1:10.87
1,9.11,,3,9.60,1:20.18,4,9.60,1:20.29,2,9.08,1:18.99,4,9.42,1:20.29
1,9.33,,3,10.17,1:30.35,5,10.16,1:30.45,2,9.59,1:28.58,4,10.12,1:30.41
