LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Casey MULLARKEY POSITION,Casey MULLARKEY LAP TIME,Casey MULLARKEY ELAPSED TIME,EYBOG Daniil POSITION,EYBOG Daniil LAP TIME,EYBOG Daniil ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,6.92,6.92,2,7.10,7.10,3,7.22,7.22,4,7.31,7.31
1,8.86,15.78,2,8.78,15.88,3,8.76,15.98,4,9.11,16.42
1,8.32,24.10,2,8.31,24.19,3,8.31,24.29,4,8.49,24.91
1,8.46,32.56,2,8.57,32.76,4,15.74,40.03,3,8.75,33.66
1,8.66,41.220,2,8.90,41.652,4,19.96,59.986,3,9.52,43.178
