Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Ekaterina STRELKOVA POSITION,Ekaterina STRELKOVA LAP TIME,Ekaterina STRELKOVA ELAPSED TIME,TAO Jiaying POSITION,TAO Jiaying LAP TIME,TAO Jiaying ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME
4,13.89,13.89,3,13.81,13.81,1,13.64,13.64,2,13.75,13.75
4,10.84,24.73,1,10.70,24.51,2,10.89,24.53,3,10.82,24.57
4,9.96,34.69,1,9.58,34.09,3,9.92,34.45,2,9.61,34.18
4,9.49,44.18,1,9.70,43.79,3,9.46,43.91,2,9.62,43.80
4,9.58,53.76,3,9.69,53.48,2,9.44,53.35,1,9.49,53.29
4,9.58,1:03.34,3,9.43,1:02.91,2,9.46,1:02.81,1,9.45,1:02.74
4,9.68,1:13.02,3,9.63,1:12.54,1,9.58,1:12.39,2,9.69,1:12.43
4,9.79,1:22.81,3,9.64,1:22.18,1,9.60,1:21.99,2,9.65,1:22.08
4,10.02,1:32.823,3,9.82,1:31.994,1,9.71,1:31.693,2,9.71,1:31.788
