Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Monika HELLER POSITION,Monika HELLER LAP TIME,Monika HELLER ELAPSED TIME,SUN Xiaowan POSITION,SUN Xiaowan LAP TIME,SUN Xiaowan ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
1,13.50,13.50,3,13.68,13.68,2,13.53,13.53,4,13.76,13.76
2,10.65,24.16,3,10.58,24.26,1,10.58,24.11,4,10.58,24.34
3,10.51,34.68,4,10.58,34.85,2,10.39,34.51,1,9.94,34.29
3,9.98,44.67,4,10.07,44.92,1,9.40,43.92,2,9.66,43.96
3,10.03,54.70,4,10.02,54.94,2,10.00,53.92,1,9.78,53.74
3,10.22,1:04.93,4,10.29,1:05.24,2,10.24,1:04.17,1,10.30,1:04.04
3,10.51,1:15.45,4,10.54,1:15.79,2,10.47,1:14.64,1,10.45,1:14.49
3,10.82,1:26.27,4,10.85,1:26.64,1,10.54,1:25.18,2,10.71,1:25.21
3,11.44,1:37.706,4,11.32,1:37.960,1,10.21,1:35.389,2,10.70,1:35.905
