Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Alanna KRAUS POSITION,Alanna KRAUS LAP TIME,Alanna KRAUS ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME
4,9.509,9.509,2,7.748,7.748,1,7.559,7.559,3,7.824,7.824
3,7.901,17.410,4,9.694,17.442,1,9.572,17.131,2,9.564,17.388
2,9.162,26.572,3,9.262,26.704,1,9.437,26.568,4,9.547,26.935
1,9.317,35.889,3,9.442,36.146,2,9.498,36.065,4,9.376,36.310
2,10.08,45.960,4,9.99,46.136,1,9.79,45.848,3,9.79,46.098
